37.0933,19.9884
38.8039,19.9884
38.7357,19.9884
38.8039,19.9884
38.9061,19.9884
38.872,19.9884
38.9061,19.9884
39.0082,19.0868
39.0082,19.0182
38.8039,19.0084
38.9401,19.0084
38.9742,18.9986
38.9742,19.0084
39.0422,18.9888
39.0422,18.9692
39.0763,18.979
39.0763,18.9692
38.8039,18.9888
38.8039,18.9888
38.8039,18.9888
38.7698,18.9888
39.0082,18.9888
39.0082,18.9888
39.0763,18.9888
39.0763,18.8222
39.0763,18.8124
39.0763,18.8026
39.0763,18.7928
39.0763,18.7732
38.872,18.7732
38.8379,18.7732
38.8039,18.7732
38.8039,18.7732
38.9401,18.7732
38.9401,18.7732
38.8039,18.7732
38.9401,18.5478
38.9401,18.5184
39.0082,18.5086
39.0763,18.4988
39.0422,18.4988
39.0422,18.4694
39.0422,18.4596
39.0422,18.44
39.0422,18.4204
39.0422,18.4106
39.1443,18.4008
39.0763,18.4008
39.1443,18.4008
39.0082,18.4008
39.1443,18.4008
39.1443,18.4008
39.0082,18.4008
39.0082,18.4008
38.9742,18.4008
39.1443,18.2048
39.1443,18.1852
39.1443,18.1852
39.1443,18.1558
39.0082,18.1558
39.0082,18.1068
39.1103,18.1068
39.0082,18.1068
39.0082,18.0284
39.1103,17.9794
39.1443,17.9598
39.1443,17.9598
39.2123,17.9304
39.0082,17.9304
39.0082,17.8814
39.0082,17.8716
39.1443,17.8716
39.0422,17.8716
39.1443,17.8716
39.1783,17.8716
39.1783,17.8716
39.1783,17.7246
39.2123,17.7246
39.2463,17.6952
39.0763,17.6952
39.2123,17.6952
39.2803,17.6952
39.1443,17.6952
39.3483,17.6952
39.3143,17.6952
39.3823,17.6952
39.3483,17.6952
39.2463,17.6952
39.2123,17.6952
39.3483,17.6952
39.4502,17.6952
39.2123,17.6952
39.1443,17.6952
38.872,17.7442
38.8379,17.754
38.8379,17.7932
38.7698,17.8324
38.7357,17.8324
38.7357,17.852
38.7357,17.8618
38.7357,17.852
38.7698,17.8618
38.6675,17.8912
38.6675,17.901
38.6334,17.95
38.5993,17.95
38.6675,17.95
38.5993,17.95
38.5993,17.9598
38.6334,17.9696
38.5993,17.9892
38.5311,18.0186
38.5652,18.0284
38.5311,18.0284
38.5311,18.0578
38.3946,18.1558
38.3263,18.1656
38.1897,18.3224
38.0529,18.3812
37.9161,18.4988
37.7792,18.5772
37.8477,18.5968
37.7107,18.636
37.5394,18.7732
37.4022,18.8516
37.3336,18.8614
37.2993,18.8908
37.2993,18.9202
37.2307,18.93
37.162,18.9496
37.2307,18.9594
36.7839,19.1652
36.7495,19.1848
36.7151,19.2142
36.6118,19.2436
36.543,19.273
36.4741,19.322
36.4052,19.3906
36.2673,19.4396
36.3018,19.4494
36.1983,19.5376
36.1293,19.5474
36.0603,19.5964
35.9221,19.665
35.7839,19.763
35.6802,19.7728
35.7148,19.7826
35.5764,19.9296
35.3687,20.0178
35.2995,20.0276
35.2648,20.0472
34.8834,20.253
34.8834,20.2824
34.536,20.5176
34.3969,20.596
34.3273,20.6058
34.188,20.7136
34.1184,20.7626
34.0139,20.8312
33.9093,20.89
33.8047,20.988
33.4206,21.2134
33.4206,21.2428
33.3507,21.282
33.3158,21.3114
33.2808,21.3114
33.2808,21.3212
33.2458,21.3212
33.3507,21.3408
33.2808,21.3702
33.2808,21.3996
33.2108,21.4388
33.0709,21.4878
33.0709,21.5172
33.0009,21.5074
33.0359,21.527
33.0009,21.5368
32.8608,21.6544
32.8958,21.674
32.8608,21.7132
32.8257,21.7916
32.7557,21.8112
32.6855,21.8112
32.5803,21.8896
32.5452,21.8896
32.5102,21.9484
32.44,22.017
32.4049,22.0366
32.3698,22.066
32.3346,22.0856
32.2995,22.115
32.2995,22.0954
32.2995,22.0856
32.2995,22.1346
32.3346,22.1934
32.2644,22.2228
32.2293,22.2424
32.1941,22.3012
32.0887,22.36
31.948,22.458
31.948,22.4972
31.8776,22.5168
32.0183,22.4874
31.8072,22.5952
31.8072,22.6638
31.7368,22.6834
31.7368,22.6344
31.8072,22.6442
31.7368,22.7128
31.6664,22.7324
31.5959,22.7618
31.6312,22.752
31.6664,22.752
31.6664,22.7912
31.6664,22.8108
31.6312,22.8304
31.5254,22.8794
31.5254,22.8892
31.3844,22.9872
31.4197,23.0068
31.4549,23.0264
31.3139,23.0558
31.3139,23.0754
31.3139,23.0852
31.3844,23.0852
31.3139,23.1146
31.1374,23.193
31.1374,23.2616
31.1021,23.3008
31.0314,23.3596
31.0667,23.3302
31.0667,23.34
30.9608,23.4576
30.8901,23.487
30.8547,23.5262
30.8901,23.5164
30.7486,23.6046
30.6779,23.6536
30.6779,23.683
30.6779,23.6732
30.6779,23.683
30.6071,23.732
30.5717,23.7418
30.5363,23.8104
30.5363,23.8496
30.4655,23.9084
30.4655,23.9182
30.4301,23.9084
30.3947,23.9182
30.3947,23.9378
30.3947,23.9574
30.3947,23.9672
30.3947,23.9868
30.3947,24.0064
30.3238,24.0162
30.2529,24.1142
30.2529,24.1436
